id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6.31161E+17,Condo in San Francisco · ★5.0 · 1 bedroom · 2 beds · 1 shared bath,187400738,Melissa,,Mission,37.75900269,-122.4199982,Private room,269,2,4,4/28/2023,0.56,2,0,4,STR-0005571
6.31216E+17,Home in San Francisco · ★5.0 · 4 bedrooms · 4 beds · 3 baths,2798147,Marie,,Noe Valley,37.74362,-122.43316,Entire home/apt,480,2,6,7/30/2023,0.44,1,243,5,2022-005047STR
6.31284E+17,Condo in San Francisco · 1 bedroom · 1 bed · 1 bath,18690649,Colette,,South of Market,37.77875,-122.41241,Entire home/apt,108,30,2,8/13/2023,0.16,1,360,1,
6.31412E+17,Home in San Francisco · 2 bedrooms · 2 beds · 2 baths,195148979,Angela,,Noe Valley,37.750538,-122.43866,Entire home/apt,455,4,1,6/29/2022,0.07,1,0,0,2022-004772STR
6.32061E+17,Condo in San Francisco · ★4.43 · 1 bedroom · 1 bed · 2 baths,14437576,Heewon,,Nob Hill,37.79562,-122.42084,Entire home/apt,133,30,7,8/11/2023,0.55,1,257,6,
6.3271E+17,Guest suite in San Francisco · ★4.73 · 1 bedroom · 2 beds · 1 bath,176896176,Peter,,Outer Richmond,37.7743,-122.49334,Entire home/apt,119,1,41,8/28/2023,3.54,2,152,41,2022-005560str
6.33278E+17,Guest suite in San Francisco · ★4.60 · 2 bedrooms · 2 beds · 1 bath,141228523,Candy,,Excelsior,37.72161,-122.42935,Entire home/apt,98,30,25,1/4/2023,1.66,3,0,16,2022-005048STR
6.33381E+17,Home in San Francisco · ★4.94 · 2 bedrooms · 4 beds · 2 baths,41863496,Kruthika,,Noe Valley,37.7474556,-122.4314194,Entire home/apt,393,1,64,8/31/2023,5.29,1,327,64,2022-004835STR
6.33487E+17,Home in San Francisco · ★4.71 · 2 bedrooms · 3 beds · 1 bath,460614035,Jon,,Outer Richmond,37.77896,-122.49872,Entire home/apt,189,1,91,8/24/2023,6.03,1,323,70,STR-0005773
6.33497E+17,Condo in San Francisco · Studio · 1 bed · 1 bath,126921554,James,,Downtown/Civic Center,37.78489,-122.41624,Entire home/apt,89,30,1,7/20/2022,0.07,1,173,0,
6.33567E+17,Rental unit in San Francisco · ★4.89 · 2 bedrooms · 2 beds · 1 bath,54287259,Ricky,,Outer Richmond,37.77904,-122.5038,Entire home/apt,194,2,55,8/31/2023,3.86,1,41,43,STR-0005823
6.34061E+17,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 private bath,303118342,Jesse,,Haight Ashbury,37.76819,-122.45043,Private room,75,30,2,9/23/2022,0.15,25,340,1,
6.34245E+17,Rental unit in San Francisco · 2 bedrooms · 2 beds · 2 baths,460804571,Haku,,Downtown/Civic Center,37.78166,-122.41255,Entire home/apt,140,30,1,6/17/2023,0.38,1,346,1,
6.34438E+17,Rental unit in San Francisco · ★5.0 · 3 bedrooms · 3 beds · 2 baths,234020,Kansinee,,Noe Valley,37.75219,-122.42709,Entire home/apt,729,30,28,5/26/2023,1.96,1,136,23,2022-004806STR
6.35304E+17,Rental unit in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,88593294,Mohamed,,Financial District,37.79719,-122.39965,Private room,115,31,4,8/15/2023,0.37,1,179,4,
6.35424E+17,Rental unit in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 2 baths,461075185,Benson,,Financial District,37.7886,-122.39283,Entire home/apt,399,2,18,9/27/2022,1.22,1,0,5,2022-005069STR
6.35866E+17,Hotel in San Francisco · Studio · 2 beds · 1 bath,77606360,Christine,,Downtown/Civic Center,37.78704,-122.40955,Private room,200,2,0,,,6,2,0,Exempt
6.36416E+17,Rental unit in San Francisco · ★4.58 · 2 bedrooms · 2 beds · 1 bath,457392547,Zhihui,,Parkside,37.74449,-122.47128,Entire home/apt,179,30,24,8/14/2023,1.6,3,179,13,2023-007142STR
6.36852E+17,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 bath,447911935,Jay,,South of Market,37.779,-122.3921,Entire home/apt,378,30,0,,,1,364,0,
6.37017E+17,Guest suite in San Francisco · ★4.93 · 1 bedroom · 1 bed · 1 bath,15012326,Lara,,Bayview,37.71977,-122.39666,Entire home/apt,122,2,45,8/20/2023,4.18,1,138,45,2022-008176STR
6.37052E+17,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 bath,17044234,Jacqueline,,Marina,37.80410046,-122.4258456,Entire home/apt,145,30,0,,,1,305,0,
6.37578E+17,Rental unit in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,436205910,Kristin And Kaleen,,Outer Mission,37.71446,-122.44789,Entire home/apt,105,30,3,6/8/2023,0.27,2,351,3,
6.37598E+17,Condo in San Francisco · ★4.90 · 2 bedrooms · 2 beds · 2 baths,6229402,Christian,,Western Addition,37.775333,-122.429604,Entire home/apt,495,5,10,8/7/2023,0.78,2,247,8,STR-0005533
6.3763E+17,Home in San Francisco · ★5.0 · 3 bedrooms · 3 beds · 1 bath,5818369,Shanna,,Bernal Heights,37.744553,-122.409439,Entire home/apt,240,30,3,7/15/2023,0.33,1,95,3,
6.37696E+17,Condo in San Francisco · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,1492535,Timothy,,Western Addition,37.77237,-122.42933,Entire home/apt,402,3,12,6/19/2023,0.84,2,5,8,2022-005212STR
6.37794E+17,Guest suite in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,3904657,Kevin,,Outer Richmond,37.775017,-122.492188,Entire home/apt,211,1,70,8/20/2023,4.64,1,311,49,STR-0005559
6.37949E+17,Guest suite in San Francisco · ★4.83 · 2 bedrooms · 2 beds · 2 baths,5353667,Michelle,,Ocean View,37.72018,-122.45713,Entire home/apt,244,2,35,8/21/2023,2.34,1,74,22,2022-005051STR
6.38237E+17,Condo in San Francisco · 3 bedrooms · 3 beds · 2 baths,2311883,Rohit,,Outer Sunset,37.763519,-122.504745,Entire home/apt,160,30,0,,,2,179,0,
6.38323E+17,Guest suite in San Francisco · ★4.46 · 1 bedroom · 1 bed · 1 bath,1626997,Winnie,,Bernal Heights,37.734196,-122.416054,Entire home/apt,155,30,13,12/7/2022,0.87,2,179,6,2022-005825STR
6.3852E+17,Home in San Francisco · ★4.93 · 3 bedrooms · 4 beds · 2 baths,232135092,Ed,,Outer Richmond,37.774807,-122.501801,Entire home/apt,375,2,43,8/23/2023,3.3,1,130,38,2022-005049STR
6.38753E+17,Home in San Francisco · ★4.43 · 3 bedrooms · 4 beds · 1 bath,258888870,Alice,,Outer Mission,37.72431,-122.43918,Entire home/apt,189,1,81,8/2/2023,5.35,2,142,67,STR-0005628
6.38989E+17,Condo in San Francisco · 1 bedroom · 1 bed · 1 bath,1257432,San Francisco Life,,Mission,37.76692,-122.42058,Entire home/apt,120,30,2,12/16/2022,0.21,29,361,2,
6.3908E+17,Condo in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 2 baths,3431805,Angela,,Castro/Upper Market,37.766647,-122.426865,Entire home/apt,357,30,5,4/24/2023,0.46,1,314,5,
6.3911E+17,Condo in San Francisco · ★4.93 · 1 bedroom · 1 bed · 1 bath,31616500,Alex,,Potrero Hill,37.75482,-122.40127,Entire home/apt,146,30,15,4/13/2023,1.04,1,297,13,2023-002385STR
6.39252E+17,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 bath,4430421,Landmark,,Downtown/Civic Center,37.78399,-122.41157,Entire home/apt,79,30,0,,,155,269,0,
6.39347E+17,Rental unit in San Francisco · 1 bedroom · 1 bed · 3.5 shared baths,21994,Aaron,,Haight Ashbury,37.76579666,-122.4522247,Private room,55,32,1,7/14/2023,0.59,15,364,1,
6.39863E+17,Rental unit in San Francisco · ★4.79 · 1 bedroom · 1 bed · 1 bath,88566861,Kasa,,Pacific Heights,37.79077,-122.43147,Entire home/apt,141,1,14,8/1/2023,0.99,17,223,12,Exempt
6.39863E+17,Rental unit in San Francisco · ★4.63 · Studio · 1 bed · 1 bath,88566861,Kasa,,Pacific Heights,37.79111,-122.42954,Entire home/apt,149,7,8,7/8/2023,0.55,17,279,6,Exempt
6.39925E+17,Home in San Francisco · ★4.88 · 1 bedroom · 2 beds · 2 shared baths,139272777,Janelle,,Bayview,37.73961,-122.38953,Private room,83,3,17,6/25/2023,1.2,5,75,15,2022-005045str
6.40008E+17,Condo in San Francisco · ★4.90 · 1 bedroom · 2 beds · 1 bath,16742806,Mitchell,,Potrero Hill,37.76265,-122.4037,Entire home/apt,349,4,10,8/19/2023,0.86,1,31,10,2023-007044STR
6.40552E+17,Rental unit in San Francisco · ★4.86 · 2 bedrooms · 2 beds · 2 baths,6241556,Emily,,Mission,37.75765,-122.40834,Entire home/apt,425,3,21,8/20/2023,1.42,3,303,15,STR-0005390
6.40552E+17,Guest suite in San Francisco · ★4.17 · 1 bedroom · 1 bed · 1 bath,6241556,Emily,,Mission,37.75642,-122.41032,Entire home/apt,210,3,6,5/15/2023,0.45,3,306,4,sTR-0005390
6.40555E+17,Condo in San Francisco · ★4.82 · 3 bedrooms · 3 beds · 3 baths,6241556,Emily,,Mission,37.75731,-122.41017,Entire home/apt,550,3,17,6/20/2023,1.18,3,303,13,STR-0005390
6.40696E+17,Home in San Francisco · ★4.92 · 3 bedrooms · 3 beds · 1 bath,446418201,Christine,,Outer Sunset,37.75787,-122.47853,Entire home/apt,400,2,12,8/14/2023,0.8,3,97,6,STR-0001378
6.40839E+17,Condo in San Francisco · 3 bedrooms · 3 beds · 2 baths,7342938,Alexandra,,Presidio Heights,37.78807,-122.4578,Entire home/apt,504,30,0,,,1,362,0,
6.41356E+17,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 bath,4430421,Landmark,,Downtown/Civic Center,37.78423,-122.41643,Entire home/apt,87,30,1,8/20/2022,0.08,155,328,0,
6.41358E+17,Rental unit in San Francisco · 2 bedrooms · 2 beds · 1 bath,4430421,Landmark,,Downtown/Civic Center,37.7839,-122.41439,Entire home/apt,132,30,1,7/25/2022,0.07,155,362,0,
6.41916E+17,Loft in San Francisco · 1 bedroom · 1 bed · 2 baths,20781636,Xiao,,South of Market,37.77544881,-122.3972506,Entire home/apt,175,30,1,8/19/2023,1,1,364,1,
6.42664E+17,Condo in San Francisco · ★4.93 · 1 bedroom · 1 bed · 1 bath,144839886,Oksana,,Potrero Hill,37.75883772,-122.4022733,Entire home/apt,178,2,14,8/20/2023,4.52,1,266,14,2023-003425STR
6.42887E+17,Rental unit in San Francisco · 1 bedroom · 2 beds · 1 bath,32878131,Michelle,,Bernal Heights,37.73259,-122.43337,Entire home/apt,14000,60,0,,,1,336,0,
6.42979E+17,Home in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,75008020,Manit,,Castro/Upper Market,37.75759441,-122.4297104,Entire home/apt,195,1,3,8/27/2023,3,2,14,3,2023-006253STR
6.43399E+17,Home in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 2 baths,459402263,HesterBnB,,Visitacion Valley,37.71281,-122.40052,Entire home/apt,205,1,21,7/31/2023,1.47,2,223,15,2022-004627STR
6.43463E+17,Home in San Francisco · 2 bedrooms · 2 beds · 1 bath,9578079,Bonny,,Noe Valley,37.7493,-122.42576,Entire home/apt,208,365,0,,,2,335,0,
6.43535E+17,Condo in San Francisco · 2 bedrooms · 2 beds · 2 baths,1257432,San Francisco Life,,Financial District,37.78967,-122.39542,Entire home/apt,263,30,1,8/25/2023,1,29,294,1,
6.43687E+17,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 bath,12006440,Dominik,,Pacific Heights,37.79352,-122.42387,Entire home/apt,163,30,2,7/3/2023,0.16,1,11,2,
6.44103E+17,Condo in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 2 baths,177718321,Jasmine,,North Beach,37.8046953,-122.4121586,Entire home/apt,144,30,4,8/13/2023,0.33,1,307,4,
6.44215E+17,Rental unit in San Francisco · ★5.0 · 3 bedrooms · 3 beds · 1 bath,551394,Josh,,Mission,37.76868,-122.42567,Entire home/apt,139,30,3,7/31/2023,0.24,2,47,2,
6.44802E+17,Rental unit in San Francisco · 2 bedrooms · 2 beds · 1 bath,420991308,Annie,,Outer Richmond,37.78202,-122.48657,Entire home/apt,109,30,1,3/26/2023,0.19,3,356,1,
6.44931E+17,Home in San Francisco · ★5.0 · 4 bedrooms · 4 beds · 2.5 baths,90954524,Rebecca,,Pacific Heights,37.79691,-122.42685,Entire home/apt,1711,3,7,8/4/2023,0.49,1,182,6,2022-005430STR
6.4513E+17,Home in San Francisco · ★4.95 · 3 bedrooms · 3 beds · 2 baths,104066106,Meifang,,Parkside,37.74098366,-122.4914398,Entire home/apt,267,2,19,8/31/2023,5.48,1,193,19,2022-012005STR
6.46225E+17,Rental unit in San Francisco · ★4.86 · Studio · 1 bed · 1 bath,88566861,Kasa,,Downtown/Civic Center,37.78746,-122.41312,Entire home/apt,136,1,14,8/27/2023,0.94,17,288,13,Exempt
6.46234E+17,Rental unit in San Francisco · ★4.75 · Studio · 1 bed · 1 bath,461375438,Amy,,Outer Richmond,37.78236,-122.48,Entire home/apt,113,2,57,8/14/2023,3.83,1,160,49,2022-005514STR
6.47115E+17,Rental unit in San Francisco · ★4.50 · 2 bedrooms · 2 beds · 2 baths,117615,Christina,,Bernal Heights,37.73916,-122.41246,Entire home/apt,192,30,4,6/26/2023,0.32,1,352,3,
6.47146E+17,Home in San Francisco · ★5.0 · 1 bedroom · 1 bed · 2.5 shared baths,226555948,Gi'Angelo,,Excelsior,37.72776,-122.40803,Private room,64,2,4,1/9/2023,0.29,14,219,3,2022-003280str
6.47277E+17,Condo in San Francisco · 1 bedroom · 1 bed · 1 bath,21501318,Carlos,,Financial District,37.7857425,-122.3988969,Entire home/apt,182,10,2,7/27/2023,0.23,1,235,2,2022-008587STR
6.47525E+17,Rental unit in San Francisco · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,462054616,Tina,,Outer Richmond,37.78056,-122.48703,Private room,74,1,8,8/14/2023,1.49,4,349,8,2023-001341STR
6.47746E+17,Rental unit in San Francisco · ★4.75 · 1 bedroom · 1 bed · 2.5 baths,462054616,Tina,,Outer Richmond,37.78071,-122.48839,Private room,83,1,16,8/19/2023,1.15,4,282,14,2023-001341STR
6.48427E+17,Condo in San Francisco · ★5.0 · 1 bedroom · 2 beds · 1 bath,98090855,Trevor,,Downtown/Civic Center,37.78134,-122.41912,Entire home/apt,150,30,3,7/1/2023,0.25,2,364,3,
6.48471E+17,Rental unit in San Francisco · ★4.88 · 1 bedroom · 1 bed · 1 private bath,2880714,Charney,,Parkside,37.74535,-122.50649,Private room,140,3,77,8/29/2023,5.79,3,34,74,STR-0005796
6.48516E+17,Resort in San Francisco · 1 bedroom · 2 beds · 1 private bath,46115404,Anna,,Downtown/Civic Center,37.78808,-122.41347,Private room,500,2,0,,,1,71,0,Exempt
6.48546E+17,Home in San Francisco · ★4.67 · 1 bedroom · 1 bed · 1.5 shared baths,226555948,Gi'Angelo,,Excelsior,37.7267606,-122.4085215,Private room,75,2,6,6/26/2023,0.91,14,337,6,2022-003280str
6.48548E+17,Home in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,226555948,Gi'Angelo,,Excelsior,37.7267606,-122.4085215,Private room,61,2,8,8/12/2023,0.82,14,336,8,2022-003280STR
6.4855E+17,Home in San Francisco · ★5.0 · 1 bedroom · 1 bed · 2.5 shared baths,226555948,Gi'Angelo,,Excelsior,37.7267606,-122.4085215,Private room,62,2,4,8/14/2023,0.33,14,130,4,2022-003280STR
6.48576E+17,Rental unit in San Francisco · ★5.0 · Studio · 1 bed · 1 bath,457152913,Todd,,Downtown/Civic Center,37.78901,-122.40938,Entire home/apt,173,2,11,8/31/2023,1.56,5,32,11,Exempt
6.48595E+17,Home in San Francisco · ★5.0 · 4 bedrooms · 5 beds · 2 baths,4996407,Colin,,Haight Ashbury,37.77231,-122.4382,Entire home/apt,415,3,8,6/21/2023,0.58,2,0,4,STR-0004208
6.48626E+17,Vacation home in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,1678230,Jenny & Norbert,,Western Addition,37.7886,-122.43358,Entire home/apt,150,30,3,6/1/2023,0.3,3,356,3,
6.48919E+17,Condo in San Francisco · 1 bedroom · 1 bed · 1 bath,25328311,Christopher,,Glen Park,37.73841015,-122.4249194,Entire home/apt,175,4,0,,,1,207,0,2022-012274STR
6.49487E+17,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 bath,457152913,Todd,,Nob Hill,37.78985,-122.41383,Entire home/apt,306,4,0,,,5,61,0,Exempt
6.49877E+17,Condo in San Francisco · ★4.89 · 2 bedrooms · 2 beds · 1 bath,13402644,Taras,,Mission,37.75877,-122.42177,Entire home/apt,313,4,18,8/14/2023,1.38,1,156,17,2022-002571STR
6.49949E+17,Guest suite in San Francisco · ★4.29 · Studio · 1 bed · 1 bath,10685036,Holly,,Bayview,37.72811,-122.38818,Entire home/apt,150,1,7,5/26/2023,0.77,3,357,7,STR-0005975
6.50637E+17,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 bath,445697747,Tim,,Pacific Heights,37.79364,-122.42805,Entire home/apt,232,30,0,,,3,341,0,
6.50648E+17,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 bath,445697747,Tim,,Pacific Heights,37.79388,-122.4296,Entire home/apt,261,30,1,9/2/2022,0.08,3,296,1,
6.50716E+17,Guest suite in San Francisco · ★4.95 · 1 bedroom · 1 bed · 1 bath,44855256,Brooke,,Noe Valley,37.75385,-122.43646,Entire home/apt,277,30,22,7/31/2023,1.55,2,156,17,2022-006097STR
6.5074E+17,Home in San Francisco · ★4.94 · 1 bedroom · 2 beds · 2 shared baths,139272777,Janelle,,Bayview,37.74101,-122.39,Private room,81,3,18,8/15/2023,1.35,5,73,15,2022-005045str
6.51358E+17,Condo in San Francisco · ★4.88 · 2 bedrooms · 3 beds · 1 bath,16177437,Ekin,,Mission,37.75999,-122.4107,Entire home/apt,325,3,17,5/12/2023,1.85,1,341,17,2022-010064STR
6.51642E+17,Home in San Francisco · ★4.90 · 3 bedrooms · 6 beds · 2 baths,159753287,Shaun,,Outer Sunset,37.74998,-122.48783,Entire home/apt,495,2,52,8/25/2023,3.75,3,215,43,STR-0005999
6.51675E+17,Home in San Francisco · ★5.0 · 2 bedrooms · 3 beds · 2 baths,159753287,Shaun,,Outer Sunset,37.7479,-122.48832,Entire home/apt,395,2,3,8/5/2022,0.21,3,215,0,STR-0005999
6.51728E+17,Home in San Francisco · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,159753287,Shaun,,Outer Sunset,37.74869,-122.48758,Private room,99,2,29,7/14/2023,2.04,3,255,23,STR-0005999
6.52109E+17,Rental unit in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 2 baths,106481882,Sam,,Western Addition,37.78716,-122.44178,Entire home/apt,300,10,4,3/31/2023,0.31,2,286,3,2023-004392STR
6.52363E+17,Home in San Francisco · 3 bedrooms · 3 beds · 3 baths,304721494,HostWell,,Glen Park,37.73886,-122.4288,Entire home/apt,810,2,1,8/1/2022,0.08,18,174,0,STR-0000775
6.52373E+17,Home in San Francisco · ★4.80 · 2 bedrooms · 2 beds · 2 baths,304721494,HostWell,,Glen Park,37.73869,-122.42714,Entire home/apt,489,2,5,2/1/2023,0.38,18,171,3,STR-0000775
6.52386E+17,Guest suite in San Francisco · ★4.97 · 1 bedroom · 1 bed · 1 bath,8037305,Malcolm,,Inner Richmond,37.77859,-122.4664,Entire home/apt,160,3,33,8/4/2023,2.54,1,110,30,2022-006358STR
6.52408E+17,Guest suite in San Francisco · ★5.0 · 1 bedroom · 2 beds · 1 bath,152126857,Andre,,Outer Sunset,37.74632,-122.48976,Entire home/apt,161,2,40,8/22/2023,3.44,1,43,40,2022-008466STR
6.53038E+17,Home in San Francisco · ★4.80 · 2 bedrooms · 2 beds · 1.5 baths,465093499,Stephen,,Ocean View,37.7167999,-122.4599266,Entire home/apt,160,2,30,8/17/2023,2.22,2,109,26,2022-006117STR
6.53568E+17,Home in San Francisco · ★4.99 · Studio · 1 bed · 1 bath,39396179,Perryn,,Haight Ashbury,37.7675,-122.44597,Entire home/apt,248,2,71,8/27/2023,5,1,114,63,STR-0005789
6.53674E+17,Condo in San Francisco · ★5.0 · 1 bedroom · 2 beds · 1 bath,7308452,Barrett,,Financial District,37.7897117,-122.3989344,Entire home/apt,125,30,7,8/15/2023,0.51,1,305,5,
6.53688E+17,Condo in San Francisco · ★5.0 · Studio · 1 bed · 1 bath,87142062,Alireza,,South of Market,37.78136409,-122.3990772,Entire home/apt,105,30,6,8/6/2023,0.5,1,326,6,
6.54316E+17,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 bath,465398543,Dai,,Potrero Hill,37.75949127,-122.4030836,Entire home/apt,280,30,0,,,1,365,0,
6.54351E+17,Guest suite in San Francisco · ★3.37 · 2 bedrooms · 3 beds · 1 bath,187334221,Jenny,,Outer Sunset,37.76292,-122.50357,Entire home/apt,100,1,27,8/14/2023,1.88,1,170,15,2020-009787STR
6.55162E+17,Rental unit in San Francisco · ★4.82 · 1 bedroom · 1 bed · 1 bath,465608934,Tatiana,,West of Twin Peaks,37.73612,-122.45461,Entire home/apt,183,1,93,8/14/2023,7.01,1,153,87,2022-006856STR
6.5518E+17,Condo in San Francisco · ★4.89 · 1 bedroom · 1 bed · 1.5 baths,76945424,Jeff,,Bernal Heights,37.74703,-122.41887,Entire home/apt,180,7,9,7/16/2023,0.9,1,118,9,2022-007000STR
6.55232E+17,Condo in San Francisco · 1 bedroom · 2 beds · 1 bath,40205329,Ross,,Nob Hill,37.79007,-122.41174,Entire home/apt,500,4,0,,,1,116,0,394267
6.55354E+17,Home in San Francisco · ★4.72 · 1 bedroom · 1 bed · 1 shared bath,465647615,Yuexiu,,Excelsior,37.71932,-122.43664,Private room,64,1,36,8/28/2023,2.53,2,164,31,2022-005950STR
6.56444E+17,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 shared bath,23719876,Yumi,,Inner Richmond,37.78195,-122.47396,Private room,100,30,1,8/3/2023,1,30,352,1,
6.56455E+17,Rental unit in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,23719876,Yumi,,Inner Richmond,37.78386,-122.47579,Private room,100,30,3,5/11/2023,0.23,30,261,2,
6.56462E+17,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 shared bath,23719876,Yumi,,Inner Richmond,37.78158,-122.47409,Private room,100,30,1,9/10/2022,0.08,30,364,1,
6.56621E+17,Hotel in San Francisco · 1 bedroom · 1 bed · 1 private bath,326084746,Suiteness,,Nob Hill,37.792521,-122.410035,Private room,968,1,0,,,36,119,0,Exempt
6.56622E+17,Hotel in San Francisco · 2 bedrooms · 3 beds · 2 baths,326084746,Suiteness,,Nob Hill,37.792521,-122.410035,Private room,1426,1,0,,,36,119,0,Exempt
6.56622E+17,Hotel in San Francisco · 2 bedrooms · 2 beds · 2 baths,326084746,Suiteness,,Nob Hill,37.792521,-122.410035,Private room,1323,1,0,,,36,119,0,Exempt
6.56785E+17,Home in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 1 private bath,78538832,Aniket,,Outer Mission,37.73248532,-122.4429216,Private room,180,1,10,8/31/2023,3.66,1,151,10,2022-009668STR
6.57529E+17,Rental unit in San Francisco · ★4.75 · Studio · 2 beds · 1 bath,52178915,Jim,,Downtown/Civic Center,37.78882,-122.40984,Entire home/apt,125,2,4,8/22/2022,0.28,42,0,0,Exempt
6.57832E+17,Rental unit in San Francisco · 1 bedroom · 2 beds · 1 bath,316202062,KeyOpp,,Inner Richmond,37.7808459,-122.4764222,Entire home/apt,148,30,2,2/28/2023,0.2,8,295,2,
6.57972E+17,Home in San Francisco · 1 bedroom · 1 bed · 1 private bath,172270819,Josh,,Outer Mission,37.71831028,-122.4476012,Private room,39,30,2,8/12/2023,0.44,2,343,2,
6.58231E+17,Home in San Francisco · ★4.88 · 3 bedrooms · 4 beds · 2.5 baths,466290050,Ross,,Noe Valley,37.75341,-122.43129,Entire home/apt,1000,2,8,6/9/2023,0.63,1,73,7,2022-006146STR
6.58626E+17,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 bath,4430421,Landmark,,Mission,37.76392,-122.41889,Entire home/apt,95,30,1,8/10/2022,0.08,155,257,0,
6.58629E+17,Home in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,21614409,Jamie,,Mission,37.75557,-122.41405,Private room,135,1,24,5/27/2023,1.69,2,0,15,2022-006140STR
6.58686E+17,Rental unit in San Francisco · 2 bedrooms · 2 beds · 1 bath,20629368,Evan,,Twin Peaks,37.75081,-122.44449,Entire home/apt,117,30,0,,,1,214,0,
6.58687E+17,Home in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 2 baths,1371443,Brandi,,Inner Sunset,37.75933,-122.47492,Entire home/apt,325,30,7,7/23/2023,0.74,2,89,7,2022-009910STR
6.58817E+17,Home in San Francisco · ★5.0 · 3 bedrooms · 3 beds · 2 baths,436933326,Stephanie,,Bayview,37.73382,-122.40328,Entire home/apt,290,2,6,5/23/2023,0.52,1,156,6,2022-006705STR
6.59435E+17,Condo in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 private bath,6664188,Lindy,,Mission,37.75534,-122.424,Private room,252,1,68,8/29/2023,5.91,1,50,68,2022-005527STR
6.60084E+17,Condo in San Francisco · 3 bedrooms · 3 beds · 2.5 baths,7425121,Amanda,,Western Addition,37.77652,-122.44396,Entire home/apt,297,30,0,,,1,363,0,
6.60142E+17,Home in San Francisco · 2 bedrooms · 2 beds · 1 bath,9578079,Bonny,,Mission,37.75847,-122.42304,Entire home/apt,200,364,0,,,2,365,0,
6.60175E+17,Hotel in San Francisco · 1 bedroom · 1 bed · 1 private bath,326084746,Suiteness,,Nob Hill,37.792521,-122.410035,Private room,2273,1,0,,,36,119,0,Exempt
6.60335E+17,Rental unit in San Francisco · ★4.75 · 3 bedrooms · 5 beds · 2 baths,316202062,KeyOpp,,Inner Richmond,37.7807638,-122.4764602,Entire home/apt,272,30,4,5/20/2023,0.33,8,307,3,
6.60551E+17,Condo in San Francisco · Studio · 2 beds · 1 bath,52178915,Jim,,Downtown/Civic Center,37.78876,-122.41062,Entire home/apt,125,2,2,9/1/2022,0.14,42,0,0,Exempt
6.60814E+17,Guest suite in San Francisco · ★4.83 · 1 bedroom · 1 bed · 1 bath,5796125,Alexia,,Bernal Heights,37.73798,-122.4145,Entire home/apt,200,2,6,2/8/2023,0.55,1,266,6,2022-008932STR
6.61128E+17,Condo in San Francisco · ★4.61 · 2 bedrooms · 1 bed · 2 baths,24641943,Johanna,,Western Addition,37.77524,-122.42486,Entire home/apt,190,30,18,7/18/2023,1.34,1,82,10,2022-006051STR
6.61975E+17,Rental unit in San Francisco · ★4.91 · 2 bedrooms · 2 beds · 1 bath,11495191,Karin,,Pacific Heights,37.79469,-122.43669,Entire home/apt,349,4,23,8/2/2023,2.46,1,0,23,2022-011079STR
6.62234E+17,Home in San Francisco · ★4.0 · 1 bedroom · 1 bed · 1 bath,11430710,Daniel,,Castro/Upper Market,37.7580174,-122.4328747,Entire home/apt,187,30,3,8/3/2023,0.9,1,360,3,
6.62276E+17,Rental unit in San Francisco · ★4.29 · 1 bedroom · 1 bed · 1 private bath,467279403,Kyle,,Downtown/Civic Center,37.7889,-122.41539,Private room,73,1,66,8/8/2023,4.68,3,345,53,STR-0005944
